Id_gracza;Imie;Nazwisko
2409;Marcelina;Wiencek
2410;Klara;Kaziród
2411;Ada;Nocek
2412;Blanka;Wójt
2413;Eliza;Organiściak
2414;Aurelia;Misiarz
2415;Aleksander;Sorbian
2416;Marcelina;Sip
2417;Melania;Łosiak
2418;Olga;Kieca
2419;Roksana;Łudzik
2420;Inga;Ludwisiak
2421;Alex;Cichowlas
2422;Maks;Sendor
2423;Olga;Wocial
2424;Borys;Siemek
2425;Bianka;Giezek
2426;Blanka;Wieja
2427;Jacek;Frydrychowicz
2428;Julita;Pałyga
2429;Monika;Siergiej
2430;Dariusz;Gral
2431;Karina;Roter
2432;Fryderyk;Tylek
2433;Stefan;Wiencek
2434;Ewa;Mytych
2435;Mateusz;Radke
2436;Nela;Rejniak
2437;Mateusz;Dąbroś
2438;Marcin;Strzała
2439;Fabian;Klupś
2440;Melania;Cetera
2441;Ksawery;Ciapa
2442;Iwo;Szuta
2443;Klara;Fąferek
2444;Elżbieta;Kujawiak
2445;Anita;Sutor
2446;Olga;Kleina
2447;Mikołaj;Kacperczyk
2448;Kaja;Pawełkiewicz
2449;Ewa;Trąbka
2450;Marcel;Sapała
2451;Szymon;Pietraś
2452;Juliusz;Pielach
2453;Malwina;Kubasiewicz
2454;Jerzy;Nieroda
2455;Marcin;Gabrych
2456;Nicole;Deneka
2457;Marek;Fiołek
2458;Jan;Kacperek
2459;Olga;Ligenza
2460;Artur;Biegała
2461;Aleksander;Piechura
2462;Monika;Łuszczak
2463;Marianna;Bazylewicz
2464;Borys;Wichary
2465;Olgierd;Klupś
2466;Ewelina;Senator
2467;Sara;Klin
2468;Janina;Heba
2469;Mateusz;Kosiec
2470;Witold;Kunysz
2471;Ewa;Goś
2472;Oskar;Szyja
2473;Sebastian;Pytko
2474;Melania;Gmur
2475;Monika;Dziadkowiec
2476;Fabian;Wiszowata
2477;Stefan;Korek
2478;Oliwier;Tylman
2479;Alex;Świerszcz
2480;Sara;Durlak
2481;Inga;Kuszyk
2482;Artur;Plaskota
2483;Miłosz;Młyńczak
2484;Dorota;Kabza
2485;Anna Maria;Hutnik
2486;Dominik;Janowiak
2487;Sonia;Dywan
2488;Błażej;Myszor
2489;Marcelina;Durys
2490;Łukasz;Sadura
2491;Marcin;Łuckiewicz
2492;Justyna;Gołek
2493;Marianna;Garczarek
2494;Urszula;Laszuk
2495;Sebastian;Merchel
2496;Dorota;Wardziak
2497;Damian;Skutnik
2498;Bartek;Lizoń
2499;Wiktor;Dzieża
2500;Anastazja;Sip
2501;Monika;Cyroń
2502;Ewelina;Sacharczuk
2503;Olgierd;Kielczyk
2504;Sara;Matyjasek
2505;Iwo;Potęga
2506;Julita;Rymarz
2507;Andrzej;Rudolf
2508;Sylwia;Pera
2509;Norbert;Smagacz
2510;Józef;Chojak
2511;Sylwia;Gomuła
2512;Anastazja;Sarniak
2513;Nataniel;Maciejczuk
2514;Adrianna;Mulawa
2515;Monika;Dybaś
2516;Ryszard;Ziarno
2517;Tymon;Feret
2518;Blanka;Pawliszyn
2519;Angelika;Ostafin
2520;Melania;Basaj
2521;Nicole;Bączkiewicz
2522;Angelika;Furgała
2523;Jacek;Zegadło
2524;Stefan;Ciuruś
2525;Witold;Kreczmer
2526;Dagmara;Siudek
2527;Bruno;Maszkiewicz
2528;Tola;Cierpisz
2529;Kornelia;Szramka
2530;Aleks;Pielka
2531;Roksana;Kozdrój
2532;Robert;Sobel
2533;Emil;Giedrojć
2534;Anastazja;Mikłaszewicz
2535;Roksana;Getka
2536;Marianna;Sztuczka
2537;Sandra;Cąkała
2538;Hubert;Wichary
2539;Ewa;Deluga
2540;Dariusz;Kosno
2541;Melania;Petrus
2542;Róża;Makurat
2543;Dagmara;Kuczak
2544;Maks;Superson
2545;Blanka;Kapuścik
2546;Tymoteusz;Leśna
2547;Dagmara;Szpyra
2548;Julita;Beker
2549;Maks;Ochab
2550;Fabian;Wywiał
2551;Natan;Szmalec
2552;Radosław;Gronostaj
2553;Grzegorz;Jakóbiak
2554;Sebastian;Żołna
2555;Blanka;Wyciszkiewicz
2556;Albert;Frymus
2557;Hubert;Litwiniuk
2558;Sandra;Janka
2559;Oliwier;Neubauer
2560;Ida;Labocha
2561;Tymon;Saj
2562;Ewa;Ostapiuk
2563;Błażej;Osojca
2564;Ksawery;Klorek
2565;Apolonia;Łój
2566;Józef;Świgoń
2567;Norbert;Wereda
2568;Kamila;Daniec
2569;Aurelia;Przybycień
2570;Bianka;Trepka
2571;Gaja;Draus
2572;Dariusz;Chlebda
2573;Blanka;Rolak
2574;Elżbieta;Parada
2575;Stefan;Janisz
2576;Gabriel;Fidura
2577;Justyna;Starostka
2578;Ernest;Bembenek
2579;Łukasz;Jakóbik
2580;Dagmara;Pietrewicz
2581;Aurelia;Bodek
2582;Julian;Jagieło
2583;Paweł;Gruchot
2584;Melania;Ułanowicz
2585;Tola;Butrym
2586;Łukasz;Kozok
2587;Adrianna;Krzystek
2588;Jan;Kupidura
2589;Inga;Piguła
2590;Daniel;Pabisiak
2591;Anita;Franas
2592;Kornel;Bienia
2593;Nela;Morgała
2594;Sandra;Hak
2595;Łukasz;Tabisz
2596;Rafał;Andziak
2597;Kaja;Satora
2598;Ada;Wereda
2599;Aurelia;Trznadel
2600;Kaja;Karaśkiewicz
2601;Igor;Bieszke
2602;Mikołaj;Leoniak
2603;Józef;Wielądek
2604;Artur;Drozdowicz
2605;Stanisław;Gaś
2606;Angelika;Olesiejuk
2607;Klara;Drózd
2608;Mariusz;Pesta
2609;Tola;Folga
2610;Leonard;Kabza
2611;Róża;Żołna
2612;Cezary;Barcz
2613;Cezary;Czopik
2614;Malwina;Rajczak
2615;Tola;Nazarko
2616;Krystian;Krzyśków
2617;Marcelina;Miszkurka
2618;Malwina;Garbacik
2619;Agnieszka;Fierek
2620;Aleks;Karłowicz
2621;Przemysław;Grygo
2622;Sandra;Rajman
2623;Ewelina;Rolak
2624;Bianka;Sołek
2625;Przemysław;Wawrzynowicz
2626;Aurelia;Stanisławek
2627;Marika;Stefankiewicz
2628;Elżbieta;Kastelik
2629;Leonard;Kaszkowiak
2630;Adam;Dub
2631;Dawid;Lichoń
2632;Maksymilian;Naczk
2633;Aurelia;Gierach
2634;Igor;Grund
2635;Sandra;Sieg
2636;Patryk;Stochaj
2637;Justyna;Paśnik
2638;Sonia;Heba
2639;Róża;Bryzek
2640;Anita;Witan
2641;Damian;Sypek
2642;Dawid;Lenda
2643;Fryderyk;Breś
2644;Franciszek;Janoszek
2645;Juliusz;Toczko
2646;Blanka;Bogusiewicz
2647;Dawid;Chadaj
2648;Witold;Strawa
2649;Kacper;Dudała
2650;Przemysław;Huszcza
2651;Wiktor;Płócienniczak
2652;Borys;Tywoniuk
2653;Lidia;Barczuk
2654;Kamila;Rozumek
2655;Sandra;Nazarko
2656;Blanka;Szczerbiak
2657;Jerzy;Dzidek
2658;Leonard;Zuziak
2659;Melania;Zaranek
2660;Kalina;Gąsienica
2661;Damian;Sarota
2662;Kamila;Sapa
2663;Leon;Pleśniak
2664;Sylwia;Lelonek
2665;Agnieszka;Madura
2666;Jerzy;Szumacher
2667;Marek;Stypka
2668;Melania;Jachimczak
2669;Dominik;Juszczuk
2670;Anna Maria;Wnuczek
2671;Karol;Oczko
2672;Hubert;Dziadura
2673;Jacek;Krekora
2674;Konstanty;Krzempek
2675;Juliusz;Wielgo
2676;Tola;Olkowicz
2677;Anna Maria;Sacharczuk
2678;Tymon;Hadała
2679;Dariusz;Rećko
2680;Kamila;Misiuk
2681;Ewa;Meissner
2682;Julianna;Bancerz
2683;Ignacy;Kamieniarz
2684;Adrianna;Piątkiewicz
2685;Marcel;Szrama
2686;Marcel;Ćwirko
2687;Konrad;Wyroślak
2688;Ewa;Mielcarz
2689;Przemysław;Tatarczuk
2690;Marika;Hamrol
2691;Radosław;Dub
2692;Lidia;Wiercigroch
2693;Iwo;Portka
2694;Gaja;Kutek
2695;Konstanty;Jeżyk
2696;Rozalia;Szałas
2697;Olga;Adamów
2698;Ida;Perczak
2699;Ida;Trzepizur
2700;Anna Maria;Pasztaleniec
2701;Dagmara;Wolff
2702;Tomasz;Ciesielczyk
2703;Mieszko;Wittbrodt
2704;Julianna;Kosak
2705;Nela;Wojtczuk
2706;Anna Maria;Zamora
2707;Kacper;Neugebauer
2708;Malwina;Burdach
2709;Kaja;Janoszek
2710;Olga;Legutko
2711;Kornelia;Ceynowa
2712;Oliwier;Krzyk
2713;Jeremi;Świstek
2714;Inga;Rębiś
2715;Marianna;Feret
2716;Maks;Fołta
2717;Gustaw;Kujawiak
2718;Eliza;Helman
2719;Julianna;Gajzler
2720;Liwia;Tomalik
2721;Sylwia;Szaj
2722;Przemysław;Pasierbek
2723;Janina;Władyka
2724;Adam;Albin
2725;Rafał;Neugebauer
2726;Ernest;Skubis
2727;Natan;Olko
2728;Janina;Czylok
2729;Przemysław;Rubacha
2730;Jerzy;Grzenia
2731;Marcelina;Tofil
2732;Sylwia;Knapek
2733;Aniela;Sierota
2734;Sandra;Komisarek
2735;Ada;Fedak
2736;Tadeusz;Steinke
2737;Filip;Nalazek
2738;Karol;Kruszka
2739;Tadeusz;Borysewicz
2740;Maks;Nurek
2741;Mikołaj;Tworzydło
2742;Karina;Pyzel
2743;Wojciech;Kapka
2744;Elżbieta;Krężołek
2745;Wojciech;Łuczyk
2746;Nikodem;Kowaluk
2747;Sara;Gomuła
2748;Inga;Wojtalewicz
2749;Stanisław;Drela
2750;Arkadiusz;Myrcha
2751;Marcel;Pastuła
2752;Marcelina;Kielczyk
2753;Anna Maria;Guźniczak
2754;Aleks;Radko
2755;Stanisław;Peciak
2756;Cezary;Naumiuk
2757;Aniela;Chwała
2758;Przemysław;Prażmo
2759;Ewelina;Kossak
2760;Ewelina;Malara
2761;Malwina;Dulewicz
2762;Kazimierz;Błażejewicz
2763;Tomasz;Kurbiel
2764;Adam;Bugla
2765;Hubert;Strzyż
2766;Wojciech;Uliczka
2767;Tadeusz;Łapacz
2768;Tola;Serzysko
2769;Iwo;Ostapczuk
2770;Sara;Dziadura
2771;Daniel;Chylak
2772;Krzysztof;Szołtysik
2773;Aniela;Buk
2774;Inga;Czesak
2775;Dawid;Krzysztofek
2776;Aurelia;Ciochoń
2777;Olga;Fidos
2778;Adrian;Pułka
2779;Marianna;Włodyka
2780;Róża;Walencik
2781;Stanisław;Patora
2782;Marcel;Malewicz
2783;Krzysztof;Starzak
2784;Robert;Gogol
2785;Adrianna;Skubała
2786;Kajetan;Czulak
2787;Błażej;Mrózek
2788;Tadeusz;Cylwik
2789;Tymon;Ochwat
2790;Lidia;Misior
2791;Oliwier;Figat
2792;Emil;Wincenciak
2793;Stanisław;Dulewicz
2794;Przemysław;Szylar
2795;Ada;Siwa
2796;Michał;Pakosz
2797;Robert;Jurczuk
2798;Szymon;Faryna
2799;Ida;Starościak
2800;Kornelia;Gwara
2801;Lidia;Zimmer
2802;Kamila;Niklewicz
2803;Julita;Keler
2804;Kazimierz;Kusa
2805;Marcel;Cymer
2806;Damian;Malka
2807;Robert;Bobryk
2808;Anna Maria;Szmuc
2809;Elżbieta;Gwara
2810;Alex;Jarmuła
2811;Olga;Kossak
2812;Cyprian;Knapek
2813;Juliusz;Staniczek
2814;Ksawery;Lubera
2815;Julian;Barcz
2816;Marika;Dąbroś
2817;Olaf;Mały
2818;Karina;Bojdo
2819;Melania;Ślebioda
2820;Fryderyk;Sieja
2821;Maks;Wojaczek
2822;Bruno;Huber
2823;Karol;Troć
2824;Inga;Ruchała
2825;Olgierd;Molak
2826;Kaja;Szołtysik
2827;Lidia;Gorgol
2828;Piotr;Moździerz
2829;Sandra;Holeksa
2830;Anita;Smela
2831;Kamila;Kruzel
2832;Stanisław;Ułanowicz
2833;Gaja;Skupin
2834;Krystian;Zubel
2835;Bartek;Budzich
2836;Roksana;Fogt
2837;Ada;Bogdał
2838;Mikołaj;Kapciak
2839;Andrzej;Steckiewicz
2840;Marcelina;Odrzywołek
2841;Ada;Pyziak
2842;Natasza;Bobrowicz
2843;Iwo;Bączkiewicz
2844;Patryk;Kupidura
2845;Marcel;Wisz
2846;Jacek;Surmiak
2847;Karina;Hubert
2848;Konstanty;Korniak
2849;Kazimierz;Wierzchoń
2850;Gustaw;Franaszek
2851;Rozalia;Kołpak
2852;Natan;Misior
2853;Leon;Kleban
2854;Tymon;Matela
2855;Leon;Hapka
2856;Julian;Hamrol
2857;Kalina;Wojtyś
2858;Miłosz;Pryszcz
2859;Elżbieta;Borysiak
2860;Jerzy;Mysiak
2861;Mariusz;Kapera
2862;Ewelina;Ficoń
2863;Dominik;Markiel
2864;Damian;Pikula
2865;Jędrzej;Stroka
2866;Kazimierz;Topa
2867;Sandra;Szymańczak
2868;Paweł;Cisoń
2869;Marika;Zackiewicz
2870;Julian;Osipowicz
2871;Janina;Sobuś
2872;Kalina;Mirończuk
2873;Tola;Kurczab
2874;Lidia;Wołczyk
2875;Juliusz;Kalista
2876;Gustaw;Karnas
2877;Bruno;Szybiak
2878;Leonard;Skalik
2879;Monika;Jędruszczak
2880;Jacek;Hajdukiewicz
2881;Klara;Bałdys
2882;Miłosz;Furga
2883;Sandra;Rurka
2884;Kamila;Gryciuk
2885;Miłosz;Łuszczyk
2886;Roksana;Narożna
2887;Fabian;Wiciak
2888;Aurelia;Waniek
2889;Grzegorz;Kieszek
2890;Ewa;Murach
2891;Aurelia;Bronka
2892;Alan;Tyczka
2893;Dorota;Adamiuk
2894;Fabian;Cygal
2895;Sandra;Rejmer
2896;Patryk;Proch
2897;Dagmara;Pastuła
2898;Paweł;Komperda
2899;Konstanty;Wożniak
2900;Nataniel;Wujek
2901;Monika;Mijas
2902;Robert;Myga
2903;Aurelia;Budkiewicz
2904;Tola;Szaruga
2905;Kaja;Bawoł
2906;Julianna;Cegła
2907;Patryk;Rosłon
2908;Marcelina;Wawrzyn
2909;Juliusz;Włodyka
2910;Mateusz;Grębowiec
2911;Antoni;Ziemak
2912;Urszula;Pietrus
2913;Adrianna;Jędrzejek
2914;Sandra;Filek
2915;Mateusz;Sędek
2916;Natasza;Burchard
2917;Mateusz;Łapacz
2918;Aniela;Żabka
2919;Blanka;Szkatuła
2920;Nikodem;Kwoka
2921;Sandra;Dzidek
2922;Nikodem;Miodek
2923;Angelika;Ruszczak
2924;Leonard;Galon
2925;Monika;Wons
2926;Marcelina;Szajda
2927;Klara;Andziak
2928;Konrad;Rosłon
2929;Adrianna;Sabak
2930;Juliusz;Godzik
2931;Klara;Krefta
2932;Olga;Podsiadła
2933;Maks;Filusz
2934;Konrad;Lampa
2935;Witold;Namysło
2936;Alan;Jaroch
2937;Daniel;Gmurczyk
2938;Marika;Janasz
2939;Franciszek;Królikiewicz
2940;Sonia;Fras
2941;Sylwia;Uroda
2942;Apolonia;Barcz
2943;Stanisław;Masiak
2944;Eliza;Plebanek
2945;Apolonia;Pedrycz
2946;Nataniel;Apanowicz
2947;Kamila;Mikus
2948;Jacek;Mazek
2949;Ksawery;Nalazek
2950;Artur;Karkocha
2951;Rafał;Lisik
2952;Ewelina;Rezmer
2953;Rozalia;Cierpka
2954;Konrad;Łupina
2955;Marcin;Skocz
2956;Marika;Dubis
2957;Nikodem;Dziczek
2958;Oliwier;Damps
2959;Olga;Karaśkiewicz
2960;Aniela;Pawela
2961;Ada;Gaudyn
2962;Sylwia;Pastuła
2963;Natan;Bork
2964;Mariusz;Kabala
2965;Karina;Kwarciak
2966;Angelika;Drywa
2967;Melania;Wiesiołek
2968;Marek;Kaszkowiak
2969;Gaja;Słomiany
2970;Marika;Drop
2971;Gustaw;Szołtysik
2972;Lidia;Kozłowicz
2973;Radosław;Kałwak
2974;Paweł;Majorczyk
2975;Róża;Bugla
2976;Michał;Kózka
2977;Miłosz;Kohut
2978;Monika;Legutko
2979;Nela;Sajda
2980;Tadeusz;Grotek
2981;Nela;Huszcza
2982;Sylwia;Deszcz
2983;Krzysztof;Garbaciak
2984;Nicole;Hubert
2985;Dawid;Przewłoka
2986;Łukasz;Rogal
2987;Maciej;Mielke
2988;Julita;Duc
2989;Ksawery;Zaguła
2990;Sylwia;Bazyluk
2991;Janina;Letkiewicz
2992;Jerzy;Paździora
2993;Ewa;Cop
2994;Marcin;Kłosowicz
2995;Wojciech;Gorzelańczyk
2996;Gaja;Downar
2997;Marcin;Sadłocha
2998;Marcel;Bednarowicz
2999;Szymon;Buśko
3000;Tola;Szkaradek
3001;Kornelia;Frelek
3002;Krzysztof;Kohut
3003;Ewelina;Schubert
3004;Agnieszka;Stój
3005;Ernest;Podkowa
3006;Emil;Misiuk
3007;Anna Maria;Ufnal
3008;Róża;Chudoba
3009;Kamila;Dubik
3010;Tymoteusz;Owczarczak
3011;Borys;Indyk
3012;Julianna;Kala
3013;Błażej;Karwot
3014;Anna Maria;Kopyt
3015;Oskar;Kempka
3016;Alan;Szczepan
3017;Oliwier;Mysior
3018;Natasza;Cymer
3019;Olga;Chalimoniuk
3020;Leon;Święs
3021;Róża;Roter
3022;Marianna;Grębowiec
3023;Tobiasz;Węgier
3024;Eryk;Groth
3025;Mikołaj;Łapot
3026;Janina;Matuszyk
3027;Cyprian;Cecot
3028;Aleksander;Dułak
3029;Dagmara;Obiała
3030;Kajetan;Nawój
3031;Paweł;Helman
3032;Borys;Strojna
3033;Kajetan;Dzika
3034;Tymoteusz;Banak
3035;Wiktor;Kwoka
3036;Ewelina;Kyc
3037;Grzegorz;Gula
3038;Malwina;Łuszczyk
3039;Anastazja;Strzała
3040;Melania;Fik
3041;Rozalia;Wac
3042;Antoni;Piaścik
3043;Nicole;Monkiewicz
3044;Gustaw;Zawalich
3045;Maciej;Morawiak
3046;Adrianna;Stępak
3047;Urszula;Brojek
3048;Bartek;Kleinschmidt
3049;Melania;Bernatowicz
3050;Tobiasz;Szczesiak
3051;Norbert;Dylak
3052;Justyna;Byzdra
3053;Franciszek;Pruchnik
3054;Maksymilian;Wyroślak
3055;Apolonia;Głuszko
3056;Urszula;Sabała
3057;Tymon;Humeniuk
3058;Mikołaj;Bobko
3059;Róża;Kurzac
3060;Julita;Wałdoch
3061;Alan;Kordys
3062;Albert;Miros
3063;Norbert;Polasik
3064;Angelika;Pera
3065;Kajetan;Trzmiel
3066;Rafał;Słaba
3067;Michał;Szeszko
3068;Karol;Holeksa
3069;Mieszko;Połetek
3070;Kamila;Żmija
3071;Liwia;Hampel
3072;Julita;Nalewajko
3073;Krzysztof;Jędrak
3074;Kajetan;Dybał
3075;Maksymilian;Gryszkiewicz
3076;Alex;Gomoła
3077;Sara;Fijałek
3078;Leon;Frymus
3079;Jerzy;Szafarz
3080;Sylwia;Opas
3081;Wojciech;Rosołek
3082;Sylwia;Pitala
3083;Liwia;Mamcarz
3084;Blanka;Kasznia
3085;Gabriel;Lalak
3086;Sandra;Klisz
3087;Aleksander;Aleksiejuk
3088;Józef;Bieleń
3089;Artur;Pesta
3090;Mikołaj;Glapiak
3091;Lidia;Cich
3092;Tola;Ludwiniak
3093;Bianka;Dziewit
3094;Melania;Janduła
3095;Olga;Wandas
3096;Nicole;Subocz
3097;Agnieszka;Wiertel
3098;Lidia;Wołodźko
3099;Albert;Seweryniak
3100;Artur;Kaczan
3101;Kalina;Materka
3102;Anita;Wyskiel
3103;Urszula;Rezmer
3104;Dariusz;Kmak
3105;Roksana;Buczko
3106;Elżbieta;Góraj
3107;Marcin;Walenciak
3108;Ada;Sołoducha
3109;Gaja;Ryznar
3110;Błażej;Maksym
3111;Tobiasz;Sztuba
3112;Ewa;Gryga
3113;Nikodem;Gul
3114;Krystian;Rzońca
3115;Gaja;Mendak
3116;Emil;Goska
3117;Anna Maria;Karaśkiewicz
3118;Kazimierz;Ciepła
3119;Lidia;Pietrusiewicz
3120;Dorota;Tadla
3121;Jerzy;Cyman
3122;Kaja;Sadza
3123;Bartek;Godzisz
3124;Olgierd;Feret
3125;Fryderyk;Jędra
3126;Julita;Łyp
3127;Olaf;Bielas
3128;Mateusz;Rubaj
3129;Alan;Hamrol
3130;Robert;Widłak
3131;Jacek;Węgrzyk
3132;Lidia;Peda
3133;Sandra;Myrcik
3134;Konstanty;Burzawa
3135;Nela;Doroz
3136;Tola;Lempart
3137;Maurycy;Misiejuk
3138;Rozalia;Stochaj
3139;Sylwia;Skupin
3140;Ada;Barszczak
3141;Piotr;Broncel
3142;Eliza;Towarek
3143;Maks;Pacholik
3144;Gustaw;Fydrych
3145;Liwia;Bałazy
3146;Klara;Gęgotek
3147;Gustaw;Sprawka
3148;Krystyna;Doroba
3149;Oskar;Antoszczyk
3150;Aleksander;Steinke
3151;Antoni;Kieca
3152;Bartek;Czulak
3153;Paweł;Staciwa
3154;Adrian;Kłósek
3155;Blanka;Szafarz
3156;Stanisław;Przewłoka
3157;Hubert;Kmak
3158;Lidia;Chlebek
3159;Anastazja;Nowotnik
3160;Jędrzej;Zontek
3161;Stefan;Kutera
3162;Eliza;Mały
3163;Agnieszka;Zbylut
3164;Krzysztof;Dukat
3165;Sara;Mordal
3166;Jakub;Kowara
3167;Marcin;Berendt
3168;Konrad;Ochab
3169;Kornelia;Monkiewicz
3170;Julianna;Dworniczak
3171;Janina;Paluszak
3172;Kamil;Bazyluk
3173;Nataniel;Frącz
3174;Marianna;Ścieszka
3175;Mariusz;Fraś
3176;Dariusz;Kuza
3177;Michał;Matynia
3178;Lidia;Kohnke
3179;Cyprian;Skupin
3180;Maciej;Filiks
3181;Ewelina;Ciemięga
3182;Konrad;Janczura
3183;Urszula;Świadek
3184;Janina;Serzysko
3185;Konrad;Duszkiewicz
3186;Cezary;Topa
3187;Filip;Szulist
3188;Lidia;Bylina
3189;Natan;Stanisławek
3190;Maksymilian;Cyrek
3191;Krzysztof;Heczko
3192;Konrad;Andreasik
3193;Emil;Pęksa
3194;Melania;Buchalik
3195;Borys;Sykut
3196;Krystyna;Powązka
3197;Monika;Ostapiuk
3198;Przemysław;Hyjek
3199;Kaja;Drobniak
3200;Ewa;Mizia
3201;Kamil;Mądrzyk
3202;Maksymilian;Kołpak
3203;Borys;Block
3204;Kamila;Feliksiak
3205;Ewelina;Mizia
3206;Nela;Hampel
3207;Gustaw;Glanc
3208;Marika;Rezmer
3209;Kamil;Raźny
3210;Leonard;Związek
3211;Ryszard;Gajcy
3212;Sonia;Huszcza
3213;Fabian;Kapuścik
3214;Adrianna;Bubak
3215;Emil;Leszcz
3216;Dawid;Lempart
3217;Cyprian;Giersz
3218;Ewelina;Królikiewicz
3219;Blanka;Miros
3220;Marcel;Semik
3221;Kaja;Wojewódka
3222;Roksana;Mejer
3223;Patryk;Luberda
3224;Oliwier;Pokrzywa
3225;Stefan;Pawliszyn
3226;Marcin;Szymocha
3227;Sonia;Zamora
3228;Marianna;Gros
3229;Olaf;Przystupa
3230;Olaf;Kręgiel
3231;Sonia;Groborz
3232;Mateusz;Piechna
3233;Melania;Jodko
3234;Paweł;Aleksander
3235;Rozalia;Peciak
3236;Janina;Ligas
3237;Roksana;Mikusek
3238;Lidia;Zbiciak
3239;Adrianna;Dybaś
3240;Radosław;Miotke
3241;Eryk;Świergiel
3242;Marcelina;Szymków
3243;Kamila;Kliszcz
3244;Dawid;Bryzek
3245;Kalina;Świech
3246;Karol;Sasak
3247;Krystyna;Lenik
3248;Fabian;Stróż
3249;Wojciech;Warczak
3250;Elżbieta;Sobiło
3251;Olaf;Macheta
3252;Tymon;Zawal
3253;Ignacy;Kurzak
3254;Alex;Hajdasz
3255;Maksymilian;Bąbel
3256;Marika;Ziniewicz
3257;Liwia;Tłuczek
3258;Józef;Bakalarczyk
3259;Róża;Malecha
3260;Adrianna;Łobacz
3261;Dariusz;Mętel
3262;Gaja;Jakóbiak
3263;Robert;Śleziak
3264;Kaja;Engler
3265;Daniel;Mitek
3266;Urszula;Hołubowicz
3267;Anita;Zaucha
3268;Kalina;Pacyga
3269;Tymoteusz;Galon
3270;Eliza;Dułak
3271;Kamil;Półchłopek
3272;Urszula;Mikołajewicz
3273;Kornelia;Hajder
3274;Ewa;Linke
3275;Konstanty;Brygoła
3276;Sara;Jodko
3277;Julianna;Hanas
3278;Jędrzej;Semik
3279;Gaja;Wójcikiewicz
3280;Juliusz;Kafel
3281;Anna Maria;Długajczyk
3282;Dawid;Albin
3283;Karol;Aleksa
3284;Dawid;Soliwoda
3285;Kaja;Poreda
3286;Adrian;Ulewicz
3287;Ksawery;Gałęza
3288;Kamil;Żynda
3289;Urszula;Janasik
3290;Jakub;Warych
3291;Jędrzej;Samol
3292;Mikołaj;Groth
3293;Adam;Wawrzyńczyk
3294;Ada;Mądrzak
3295;Elżbieta;Chomiak
3296;Blanka;Rychert
3297;Antoni;Kosz
3298;Ernest;Pieszak
3299;Marcelina;Białczyk
3300;Patryk;Listwan
3301;Jeremi;Łukasiuk
3302;Krzysztof;Połom
3303;Marika;Małycha
3304;Marcelina;Ledzion
3305;Alex;Swatek
3306;Anna Maria;Rzońca
3307;Aurelia;Matus
3308;Róża;Kowala
3309;Daniel;Janic
3310;Dorota;Kotala
3311;Ignacy;Ciepłuch
3312;Paweł;Ziemak
3313;Oliwier;Misztela
3314;Albert;Kuczak
3315;Bartek;Pawliczek
3316;Justyna;Szmurło
3317;Anna Maria;Golenia
3318;Urszula;Hołysz
3319;Marcin;Bączkiewicz
3320;Angelika;Halik
3321;Konrad;Trybała
3322;Emil;Hasiak
3323;Robert;Wudarczyk
3324;Norbert;Tomaszczyk
3325;Ewelina;Pabis
3326;Anita;Dąbrówka
3327;Ewa;Czerniakiewicz
3328;Kornel;Kubaczyk
3329;Roksana;Podeszwa
3330;Konrad;Doktor
3331;Kaja;Chachuła
3332;Kacper;Mesjasz
3333;Julianna;Kucewicz
3334;Hubert;Ogonek
3335;Paweł;Mosur
3336;Maksymilian;Kolber
3337;Lidia;Kozica
3338;Damian;Staniczek
3339;Maciej;Szczerek
3340;Jacek;Kopij
3341;Tomasz;Dawidek
3342;Alan;Wikło
3343;Krzysztof;Oleksak
3344;Wojciech;Pietrewicz
3345;Oskar;Olewniczak
3346;Ada;Prażuch
3347;Marianna;Niklewicz
3348;Eryk;Grotek
3349;Agnieszka;Gierach
3350;Kamila;Chylak
3351;Michał;Giedrojć
3352;Sonia;Krysta
3353;Agnieszka;Wojsa
3354;Dorota;Śmieszek
3355;Karina;Sommerfeld
3356;Janina;Gruchot
3357;Dawid;Hałat
3358;Rozalia;Duczmal
3359;Krystyna;Olbrych
3360;Ryszard;Bereś
3361;Melania;Kuncewicz
3362;Jacek;Podleśna
3363;Jędrzej;Miękus
3364;Maks;Batóg
3365;Natan;Poleszak
3366;Róża;Parda
3367;Jakub;Migała
3368;Urszula;Apostel
3369;Sylwia;Makoś
3370;Róża;Fabiszak
3371;Witold;Reimann
3372;Radosław;Stróż
3373;Marcelina;Swaczyna
3374;Antoni;Komperda
3375;Igor;Gałach
3376;Grzegorz;Ziarnik
3377;Karol;Kacperek
3378;Michał;Janc
3379;Marcelina;Woźniczko
3380;Jacek;Łobacz
3381;Dariusz;Kopik
3382;Roksana;Kułach
3383;Nela;Smykała
3384;Monika;Hadam
3385;Rozalia;Klyta
3386;Apolonia;Wakuła
3387;Marianna;Mirocha
3388;Ida;Gabara
3389;Malwina;Kałwa
3390;Oskar;Maksimowicz
3391;Piotr;Cymer
3392;Dorota;Migała
3393;Kornelia;Ambrożewicz
3394;Lidia;Majczyna
3395;Józef;Koziarz
3396;Stefan;Woda
3397;Wojciech;Dylong
3398;Arkadiusz;Sierpień
3399;Aniela;Gajdzik
3400;Dominik;Foremniak
3401;Julita;Kinal
3402;Adam;Wejman
3403;Eliza;Budzeń
3404;Dorota;Cywka
3405;Hubert;Drózd
3406;Justyna;Kobos
3407;Róża;Łuszczak
3408;Julian;Stochel
3409;Róża;Gogół
